city_code,census_year,total_population,population_under_15,population_15_to_64,population_over_65,male_total_population,male_population_under_15,male_population_15_to_64,male_population_over_65,female_total_population,female_population_under_15,female_population_15_to_64,female_population_over_65
12427,2010,9073,793,5323,2957,4375,407,2718,1250,4698,386,2605,1707
12427,2015,8206,645,4472,3088,4004,333,2291,1379,4202,312,2181,1709
12441,2020,8885,771,4213,3883,4307,392,2146,1756,4578,379,2067,2127
12441,2010,10671,1084,5982,3605,5148,538,3076,1534,5523,546,2906,2071
12441,2015,9843,862,5087,3872,4708,431,2563,1700,5135,431,2524,2172
12443,2020,6874,465,2817,3570,3260,225,1393,1628,3614,240,1424,1942
12443,2010,7738,655,3941,3142,3635,330,1944,1361,4103,325,1997,1781
12443,2015,7315,516,3318,3478,3439,264,1619,1555,3876,252,1699,1923
12463,2020,6993,519,3109,3361,3356,279,1560,1513,3637,240,1549,1848
12463,2010,8950,847,4774,3329,4275,443,2393,1439,4675,404,2381,1890
12463,2015,8022,646,3880,3492,3837,357,1948,1529,4185,289,1932,1963
13000,2020,14047594,1566840,8944193,3107822,6898388,801834,4523724,1345871,7149206,765006,4420469,1761951
13000,2010,13159388,1477371,8850225,2642231,6512110,755778,4521231,1131503,6647278,721593,4328994,1510728
13000,2015,13515271,1518130,8734155,3005516,6666690,776017,4448525,1301249,6848581,742113,4285630,1704267
13100,2020,9733276,1059831,6326082,2028506,4774402,541541,3189246,874211,4958874,518290,3136836,1154295
13100,2010,8945695,946290,6061805,1771978,4412050,483709,3088710,750146,4533645,462581,2973095,1021832
13100,2015,9272740,1002130,6088409,1997870,4567247,511565,3093638,860523,4705493,490565,2994771,1137347
13101,2020,66680,8976,46517,10852,33637,4588,24136,4665,33043,4388,22381,6187
13101,2010,47115,5055,32950,9028,23394,2532,17088,3710,23721,2523,15862,5318
13101,2015,58406,6698,39564,10286,29343,3372,20567,4296,29063,3326,18997,5990
13102,2020,169179,23086,121217,24683,80931,11669,58810,10353,88248,11417,62407,14330
13102,2010,122762,12936,90310,19503,59046,6606,44518,7910,63716,6330,45792,11593
13102,2015,141183,16798,101311,22694,67536,8496,49478,9339,73647,8302,51833,13355
13103,2020,260486,34714,174886,42546,123410,17733,83880,17325,137076,16981,91006,25221
13103,2010,205131,22938,145091,34823,96025,11679,69381,13827,109106,11259,75710,20996
13103,2015,243283,30012,170255,42694,114717,15146,82089,17265,128566,14866,88166,25429
13104,2020,349385,29202,223593,63185,174822,14761,114521,27132,174563,14441,109072,36053
13104,2010,326309,25000,232181,60872,161921,12767,119661,25024,164388,12233,112520,35848
13104,2015,333560,27060,232488,65274,167258,13873,120802,27606,166302,13187,111686,37668
13105,2020,240069,28065,152818,42020,115483,14269,74459,17512,124586,13796,78359,24508
13105,2010,206626,20159,143958,38280,98849,10228,71181,15440,107777,9931,72777,22840
13105,2015,219724,23478,146424,41946,105990,11806,72339,17472,113734,11672,74085,24474
13106,2020,211444,18648,142955,47510,108586,9551,75922,22080,102858,9097,67033,25430
13106,2010,175928,15067,117000,40720,92188,7538,63389,18714,83740,7529,53611,22006
13106,2015,198073,17601,131798,46590,101982,8991,70437,21462,96091,8610,61361,25128
13107,2020,272085,28028,183630,60108,134787,14365,93676,26500,137298,13663,89954,33608
13107,2010,247606,25829,168031,52777,123385,13201,86996,22617,124221,12628,81035,30160
13107,2015,256274,26607,169311,58196,127925,13631,87301,25511,128349,12976,82010,32685
13108,2020,524310,66472,341716,110002,258015,33996,173311,48178,266295,32476,168405,61824
13108,2010,460819,55555,317182,88073,228681,28365,162138,38172,232138,27190,155044,49901
13108,2015,498109,62350,327546,105036,246750,31995,166908,45974,251359,30355,160638,59062
13109,2020,422488,47036,272685,79532,208688,23838,138081,33927,213800,23198,134604,45605
13109,2010,365302,35993,254692,69850,180246,18454,129695,29105,185056,17539,124997,40745
13109,2015,386855,40415,256619,78247,191090,20572,130471,33469,195765,19843,126148,44778
13110,2020,288088,31547,196916,55811,135820,16182,94873,23133,152268,15365,102043,32678
13110,2010,268330,25719,185910,51608,125509,13117,88731,21002,142821,12602,97179,30606
13110,2015,277622,28671,191610,55198,130947,14678,92449,22680,146675,13993,99161,32518
13111,2020,748081,77231,475656,161855,372464,39408,243431,70939,375617,37823,232225,90916
13111,2010,693373,75456,471448,140120,347876,38593,245956,60032,345497,36863,225492,80088
13111,2015,717082,76485,469449,158190,359753,38968,244205,69130,357329,37517,225244,89060
13112,2020,943664,108940,638629,190042,445592,55950,307904,78845,498072,52990,330725,111197
13112,2010,877138,95732,617397,159857,419671,49250,302774,65332,457467,46482,314623,94525
13112,2015,903346,97019,573317,184512,428874,49475,277039,77886,474472,47544,296278,106626
13113,2020,243883,22984,154258,41261,117907,11651,75693,17025,125976,11333,78565,24236
13113,2010,204492,15417,142850,38660,97265,7775,69855,15570,107227,7642,72995,23090
13113,2015,224533,19156,148581,43899,107986,9757,73025,18217,116547,9399,75556,25682
13114,2020,344880,29123,231515,65878,172525,14850,121148,28075,172355,14273,110367,37803
13114,2010,314750,23205,224154,61567,157204,11912,116563,25359,157546,11293,107591,36208
13114,2015,328215,26531,223586,67709,165382,13562,117327,28705,162833,12969,106259,39004
13115,2020,591108,58944,380639,117072,284301,30083,186108,49081,306807,28861,194531,67991
13115,2010,549569,40863,323567,109199,263837,20785,158264,45848,285732,20078,165303,63351
13115,2015,563997,54535,370649,124460,271737,27817,182397,53219,292260,26718,188252,71241
13116,2020,301599,26489,211034,58539,151020,13465,109537,25291,150579,13024,101497,33248
13116,2010,284678,22225,204120,54048,143806,11256,107625,22343,140872,10969,96495,31705
13116,2015,291167,23828,205853,57418,146827,12001,108292,24471,144340,11827,97561,32947
13117,2020,355213,36527,229948,87381,176289,18658,119167,37587,178924,17869,110781,49794
13117,2010,335544,31200,220646,79520,166104,15998,114824,33092,169440,15202,105822,46428
13117,2015,341076,33535,216612,86840,169829,17147,112859,37273,171247,16388,103753,49567
13118,2020,217475,24470,141156,50411,107683,12428,72237,22315,109792,12042,68919,28096
13118,2010,203296,22073,134122,43680,100801,11258,68832,18840,102495,10815,65290,24840
13118,2015,212264,23588,137510,48930,105113,12017,70525,21572,107151,11571,66985,27358
13119,2020,584483,60014,367976,132602,286179,30821,184716,57258,298304,29193,183260,75344
13119,2010,535824,55731,356417,111800,265665,28475,182484,47842,270159,27256,173933,63958
13119,2015,561916,59238,361101,128058,276592,30439,183737,55085,285324,28799,177364,72973
13120,2020,752608,85920,478648,159298,361770,43973,236655,68154,390838,41947,241993,91144
13120,2010,716124,87257,488098,137625,350647,44767,245933,58375,365477,42490,242165,79250
13120,2015,721722,86105,472513,158290,351609,44327,236938,67772,370113,41778,235575,90518
13121,2020,695043,75589,424335,170261,347408,38692,219784,74792,347635,36897,204551,95469
13121,2010,683426,83948,444696,151167,344195,43114,232518,66214,339231,40834,212178,84953
13121,2015,670122,79365,416200,165151,334922,40458,216103,72573,335200,38907,200097,92578
13122,2020,453093,51556,285968,111893,225758,26487,148207,49424,227335,25069,137761,62469
13122,2010,442586,53493,291627,97391,222034,27519,152642,41823,220552,25974,138985,55568
13122,2015,442913,52325,281456,109059,221621,26954,146907,47718,221292,25371,134549,61341
13123,2020,697932,86270,449387,145764,351327,44123,232990,64620,346605,42147,216397,81144
13123,2010,678967,95439,455358,121810,343701,48520,237662,53955,335266,46919,217696,67855
13123,2015,681298,90730,444656,139193,343464,46083,231443,61828,337834,44647,213213,77365
13201,2020,579355,62867,344893,153504,291307,32420,179495,68640,288048,30447,165398,84864
13201,2010,580053,72084,383213,119429,293462,36884,199618,53747,286591,35200,183595,65682
13201,2015,577513,66908,355230,140909,291238,34314,185261,63333,286275,32594,169969,77576
13202,2020,183581,21828,115971,45524,91191,11219,60115,19759,92390,10609,55856,25765
13202,2010,179668,21278,118908,38153,89470,10876,61050,16852,90198,10402,57858,21301
13202,2015,176295,18749,101975,40378,86978,9527,52235,17580,89317,9222,49740,22798
13203,2020,150149,17232,95301,31725,71868,8872,46473,13327,78281,8360,48828,18398
13203,2010,138734,14416,96223,27082,66406,7459,47319,11127,72328,6957,48904,15955
13203,2015,144730,16237,95181,30819,69475,8352,46638,12977,75255,7885,48543,17842
13204,2020,195391,23468,123039,41623,94489,12098,61414,17721,100902,11370,61625,23902
13204,2010,186083,21557,129619,34741,91997,10927,66267,14687,94086,10630,63352,20054
13204,2015,186936,22255,122788,38962,90641,11428,61317,16560,96295,10827,61471,22402
13205,2020,133535,13763,76704,42492,66654,7073,40231,18985,66881,6690,36473,23507
13205,2010,139339,17992,88933,32250,69742,9287,46266,14058,69597,8705,42667,18192
13205,2015,137381,15906,82801,38660,68677,8170,43421,17078,68704,7736,39380,21582
13206,2020,262790,32986,165586,56764,131468,16961,86141,25099,131322,16025,79445,31665
13206,2010,255506,34066,173664,46351,131558,17595,92923,20215,123948,16471,80741,26136
13206,2015,260274,34287,169863,53564,132172,17591,89760,23591,128102,16696,80103,29973
13207,2020,113949,13780,68947,30003,56639,6979,35538,13373,57310,6801,33409,16630
13207,2010,112297,14527,74272,23213,56320,7419,38571,10113,55977,7108,35701,13100
13207,2015,111539,14011,69486,27445,55394,7071,35848,12116,56145,6940,33638,15329
13208,2020,242614,28754,153175,50414,117044,14630,76631,21430,125570,14124,76544,28984
13208,2010,223593,26805,152257,41996,110805,13745,77802,17824,112788,13060,74455,24172
13208,2015,229061,27647,151021,48182,111921,14045,76385,20512,117140,13602,74636,27670
13209,2020,431079,51174,253130,116470,210533,26206,127768,50596,220546,24968,125362,65874
13209,2010,426987,57862,274727,91999,209580,29610,137669,41058,217407,28252,137058,50941
13209,2015,432348,55649,262725,109460,212312,28699,132929,47802,220036,26950,129796,61658
13210,2020,126074,14879,80498,25591,61759,7653,40707,11065,64315,7226,39791,14526
13210,2010,118852,13362,82170,21955,59515,6897,42607,9232,59337,6465,39563,12723
13210,2015,121396,13787,81168,24246,60168,7075,41676,10339,61228,6712,39492,13907
13211,2020,198739,25072,121648,45060,97507,12968,61306,19436,101232,12104,60342,25624
13211,2010,187035,23774,124342,37384,92886,12303,63458,16239,94149,11471,60884,21145
13211,2015,190005,24118,122046,42139,93777,12442,62090,18194,96228,11676,59956,23945
13212,2020,190435,22894,115015,45652,94918,11730,59846,20035,95517,11164,55169,25617
13212,2010,180052,23162,118458,37270,91236,11779,62143,16603,88816,11383,56315,20667
13212,2015,186283,23438,116235,43709,93349,11919,60838,19249,92934,11519,55397,24460
13213,2020,151815,17720,90285,40749,73827,9135,45286,17524,77988,8585,44999,23225
13213,2010,153557,19793,98869,34325,75461,10136,50018,14992,78096,9657,48851,19333
13213,2015,149956,18482,91302,38211,73314,9518,46148,16498,76642,8964,45154,21713
13214,2020,129242,15082,81431,27184,62985,7796,41002,11696,66257,7286,40429,15488
13214,2010,120650,14062,82677,22661,59967,7241,42176,9796,60683,6821,40501,12865
13214,2015,122742,14184,80666,25545,60274,7295,40988,10872,62468,6889,39678,14673
13215,2020,77130,8448,48511,17748,37515,4452,24068,7570,39615,3996,24443,10178
13215,2010,75510,9049,51391,14336,37525,4697,26353,6009,37985,4352,25038,8327
13215,2015,73655,8525,48729,16238,35970,4450,24529,6926,37685,4075,24200,9312
13218,2020,56414,5692,34800,15153,28023,2905,18122,6696,28391,2787,16678,8457
13218,2010,59796,7120,40194,12207,29986,3646,20958,5226,29810,3474,19236,6981
13218,2015,58395,5016,31693,13577,29238,2541,16576,5882,29157,2475,15117,7695
13219,2020,84772,9736,52699,19961,41043,5028,26208,8461,43729,4708,26491,11500
13219,2010,78751,8489,52461,16996,38825,4330,26763,7226,39926,4159,25698,9770
13219,2015,80249,8886,50879,18984,39206,4557,25657,8095,41043,4329,25222,10889
13220,2020,83901,10661,50007,22923,41034,5381,25368,10157,42867,5280,24639,12766
13220,2010,83068,11624,53220,18058,41070,5874,26982,8113,41998,5750,26238,9945
13220,2015,85157,11438,51694,21443,41820,5795,26242,9507,43337,5643,25452,11936
13221,2020,76208,8710,44106,21482,36550,4425,21880,9124,39658,4285,22226,12358
13221,2010,74104,9501,45968,18375,35595,4889,22716,7850,38509,4612,23252,10525
13221,2015,74864,9288,44083,20624,35968,4788,21828,8788,38896,4500,22255,11836
13222,2020,115271,13735,67397,32745,55647,6997,33960,14126,59624,6738,33437,18619
13222,2010,116546,14942,74004,27289,57613,7717,37518,12169,58933,7225,36486,15120
13222,2015,116632,14400,70159,31095,56738,7401,35386,13536,59894,6999,34773,17559
13223,2020,70829,9375,41663,18847,35260,4804,21463,8435,35569,4571,20200,10412
13223,2010,70053,10877,44578,14593,34944,5457,22928,6554,35109,5420,21650,8039
13223,2015,71229,10361,42790,17567,35556,5262,22146,7825,35673,5099,20644,9742
13224,2020,146951,16577,87607,42582,71611,8425,44358,18734,75340,8152,43249,23848
13224,2010,147648,17734,98996,30907,73083,9006,50052,14020,74565,8728,48944,16887
13224,2015,146631,17296,90167,38786,71762,8816,45364,17388,74869,8480,44803,21398
13225,2020,93151,13130,58186,20087,46879,6804,29916,9072,46272,6326,28270,11015
13225,2010,84835,12954,56784,14660,43285,6642,29510,6699,41550,6312,27274,7961
13225,2015,87636,12980,55815,18113,44041,6639,28747,8175,43595,6341,27068,9938
13227,2020,54326,6531,32849,14728,27471,3376,17369,6569,26855,3155,15480,8159
13227,2010,57032,8048,37677,11133,29161,4021,20006,5011,27871,4027,17671,6122
13227,2015,55833,7264,35020,13399,28451,3677,18628,6059,27382,3587,16392,7340
13228,2020,79292,9235,43149,23792,39230,4718,22082,10799,40062,4517,21067,12993
13228,2010,80868,11365,50131,19199,40386,5882,25621,8770,40482,5483,24510,10429
13228,2015,80954,10744,47172,22565,40218,5549,24121,10334,40736,5195,23051,12231
13229,2020,207388,24707,128947,48446,100992,12558,64704,20596,106396,12149,64243,27850
13229,2010,196511,24117,132419,39972,96437,12344,67233,16859,100074,11773,65186,23113
13229,2015,200012,24180,127840,45992,97830,12357,64680,19527,102182,11823,63160,26465
13303,2020,31765,3443,18609,9517,15992,1761,9789,4330,15773,1682,8820,5187
13303,2010,33497,4650,21736,7067,16945,2373,11313,3238,16552,2277,10423,3829
13303,2015,33445,4105,20434,8702,16951,2105,10739,3981,16494,2000,9695,4721
13305,2020,16958,2235,8095,6538,8267,1157,4245,2809,8691,1078,3850,3729
13305,2010,16650,1959,9816,4875,8200,996,5077,2127,8450,963,4739,2748
13305,2015,17446,2200,8712,6167,8485,1135,4505,2644,8961,1065,4207,3523
13307,2020,2003,131,806,1058,983,71,451,455,1020,60,355,603
13307,2010,2558,184,1264,1110,1241,89,716,436,1317,95,548,674
13307,2015,2209,153,1016,1040,1081,76,570,435,1128,77,446,605
13308,2020,4750,337,1998,2410,2389,191,1130,1066,2361,146,868,1344
13308,2010,6045,422,3125,2498,2934,233,1687,1014,3111,189,1438,1484
13308,2015,5234,335,2375,2522,2579,179,1319,1081,2655,156,1056,1441
13361,2020,7102,710,3679,2713,3667,372,2066,1229,3435,338,1613,1484
13361,2010,8461,989,4792,2680,4230,503,2604,1123,4231,486,2188,1557
13361,2015,7884,873,4220,2791,4031,458,2372,1201,3853,415,1848,1590
13362,2020,327,50,197,80,197,28,126,43,130,22,71,37
13362,2010,341,46,225,69,205,28,148,28,136,18,77,41
13362,2015,337,54,205,78,191,29,123,39,146,25,82,39
13363,2020,2441,272,1202,967,1204,128,647,429,1237,144,555,538
13363,2010,2883,333,1556,994,1395,170,807,418,1488,163,749,576
13363,2015,2749,316,1403,1030,1344,149,749,446,1405,167,654,584
13364,2020,1855,274,994,587,952,144,535,273,903,130,459,314
13364,2010,1889,277,1094,518,949,142,581,226,940,135,513,292
13364,2015,1891,286,1080,525,969,148,581,240,922,138,499,285
13381,2020,2273,225,1151,894,1269,123,703,441,1004,102,448,453
13381,2010,2676,188,1536,940,1490,98,975,405,1186,90,561,535
13381,2015,2482,215,1319,948,1350,128,790,432,1132,87,529,516
13382,2020,323,60,205,58,181,36,114,31,142,24,91,27
13382,2010,348,61,239,48,187,35,126,26,161,26,113,22
13382,2015,335,57,219,59,189,37,122,30,146,20,97,29
13401,2020,7042,799,3415,2801,3534,426,1825,1262,3508,373,1590,1539
13401,2010,8231,957,4629,2643,4089,493,2486,1108,4142,464,2143,1535
13401,2015,7613,898,3915,2765,3785,475,2079,1210,3828,423,1836,1555
13402,2020,169,21,117,31,102,12,69,21,67,9,48,10
13402,2010,201,35,144,21,128,20,95,12,73,15,49,9
13402,2015,178,24,130,24,107,11,80,16,71,13,50,8
13421,2020,2929,416,2099,413,1805,231,1327,246,1124,185,772,167
13421,2010,2785,420,2109,256,1752,226,1379,147,1033,194,730,109
13421,2015,3022,448,2190,383,1893,244,1420,228,1129,204,770,155
14000,2020,9237337,1085763,5628918,2308578,4588268,556579,2890461,1025663,4649069,529184,2738457,1282915
14000,2010,9048331,1187743,5988857,1819503,4544545,607606,3091412,812966,4503786,580137,2897445,1006537
14000,2015,9126214,1140748,5744383,2158157,4558978,583535,2961819,964254,4567236,557213,2782564,1193903
14100,2020,3777491,441810,2316309,920583,1867305,226591,1179199,407795,1910186,215219,1137110,512788
14100,2010,3688773,486262,2440385,736216,1849767,248582,1255459,328319,1839006,237680,1184926,407897
14100,2015,3724844,468535,2368291,865490,1855985,239953,1214915,386000,1868859,228582,1153376,479490
14101,2020,297437,36803,190307,61321,153438,18951,101309,27851,143999,17852,88998,33470
14101,2010,272178,35494,185528,49012,141537,18120,100031,21904,130641,17374,85497,27108
14101,2015,285356,37270,187939,57955,147650,19047,100744,26349,137706,18223,87195,31606
14102,2020,247267,26954,158506,52276,126011,13742,82948,23021,121256,13212,75558,29255
14102,2010,233429,26707,160983,43918,119048,13669,85426,18847,114381,13038,75557,25071
14102,2015,238966,27176,159126,50314,121769,13849,84274,22128,117197,13327,74852,28186
14103,2020,104935,11437,70904,19860,53091,5814,36702,8715,51844,5623,34202,11145
14103,2010,94867,9845,66286,17513,48202,5007,34898,7342,46665,4838,31388,10171
14103,2015,98532,10629,67599,19291,49850,5422,35371,8332,48682,5207,32228,10959
14104,2020,151388,14687,92756,34057,77135,7562,48006,16967,74253,7125,44750,17090
14104,2010,146033,15174,93903,29346,77082,7791,50461,14371,68951,7383,43442,14975
14104,2015,148312,15460,96165,33794,78087,7928,51054,17034,70225,7532,45111,16760
14105,2020,198157,19082,120735,52098,98939,9791,61994,23517,99218,9291,58741,28581
14105,2010,196153,21566,128769,44395,97788,10989,66536,19439,98365,10577,62233,24956
14105,2015,194827,20337,122846,50159,97006,10355,63270,22456,97821,9982,59576,27703
14106,2020,207811,22010,125592,53928,101940,11298,64670,23173,105871,10712,60922,30755
14106,2010,206634,25126,134744,45656,103409,12785,70009,19742,103225,12341,64735,25914
14106,2015,205493,23214,128870,51881,102381,11920,66958,22399,103112,11294,61912,29482
14107,2020,166731,18866,95645,45053,82061,9699,48545,19662,84670,9167,47100,25391
14107,2010,163237,19543,105578,37478,80615,9910,53963,16267,82622,9633,51615,21211
14107,2015,166229,19873,101708,43671,81827,10250,51908,19003,84402,9623,49800,24668
14108,2020,198939,21575,114166,58735,97016,11007,57693,26325,101923,10568,56473,32410
14108,2010,209274,26612,135992,45550,103351,13669,68534,20517,105923,12943,67458,25033
14108,2015,202229,24029,123263,53953,99167,12256,62040,24394,103062,11773,61223,29559
14109,2020,358530,43403,233947,68932,179150,22312,119555,30264,179380,21091,114392,38668
14109,2010,329471,40973,231711,54557,168058,20705,121705,23908,161413,20268,110006,30649
14109,2015,344172,42394,234642,64716,174460,21634,122476,28551,169712,20760,112166,36165
14110,2020,283709,36456,169787,72489,138309,18524,85721,31839,145400,17932,84066,40650
14110,2010,274324,39337,179316,55080,136675,20180,91186,24874,137649,19157,88130,30206
14110,2015,275283,37555,170473,66128,135271,19135,86034,29472,140012,18420,84439,36656
14111,2020,215248,23477,126300,61517,105015,12066,63577,26963,110233,11411,62723,34554
14111,2010,221411,28400,143845,49132,110026,14548,73059,22386,111385,13852,70786,26746
14111,2015,215736,25814,131924,57373,106126,13205,66855,25583,109610,12609,65069,31790
14112,2020,245174,27724,140995,72746,118260,14134,71046,31606,126914,13590,69949,41140
14112,2010,251086,31934,157710,60847,123177,16323,79481,26914,127909,15611,78229,33933
14112,2015,247144,29898,147068,69546,120168,15323,74033,30478,126976,14575,73035,39068
14113,2020,183082,23051,112148,44623,90168,11872,56678,19574,92914,11179,55470,25049
14113,2010,177631,25869,117001,34523,88279,13155,59707,15239,89352,12714,57294,19284
14113,2015,180366,24634,113829,41055,89002,12605,57869,18025,91364,12029,55960,23030
14114,2020,122623,14176,71781,34579,59355,7236,36373,14937,63268,6940,35408,19642
14114,2010,126913,18329,79458,28868,62566,9413,40163,12812,64347,8916,39295,16056
14114,2015,124560,16525,74652,32972,60889,8361,37880,14415,63671,8164,36772,18557
14115,2020,120194,13460,67310,37447,58513,6954,33771,16545,61681,6506,33539,20902
14115,2010,124866,16530,77775,30287,61452,8557,38478,14217,63414,7973,39297,16070
14115,2015,122171,15301,70737,35684,59729,7906,35453,16120,62442,7395,35284,19564
14116,2020,152378,17792,88790,44188,73934,9214,44567,19539,78444,8578,44223,24649
14116,2010,155698,21716,98446,34994,76617,11131,49373,15786,79081,10585,49073,19208
14116,2015,154025,19730,92479,41430,75460,10228,46417,18538,78565,9502,46062,22892
14117,2020,310756,39002,197248,68106,150351,20017,96225,30223,160405,18985,101023,37883
14117,2010,304297,46505,209212,48278,150348,23735,104539,21868,153949,22770,104673,26410
14117,2015,309692,42772,204388,61127,151182,21921,101060,27290,158510,20851,103328,33837
14118,2020,213132,31855,139392,38628,104619,16398,69819,17074,108513,15457,69573,21554
14118,2010,201271,36602,134128,26782,101537,18895,67910,11886,99734,17707,66218,14896
14118,2015,211751,35924,140583,34441,105961,18608,71219,15433,105790,17316,69364,19008
14130,2020,1538262,189490,1001271,301151,775772,97260,519940,134157,762490,92230,481331,166994
14130,2010,1425512,185571,988540,237298,728525,95004,520203,105281,696987,90567,468337,132017
14130,2015,1475213,184135,972976,279482,749038,94166,508959,124552,726175,89969,464017,154930
14131,2020,232965,24813,147628,49709,125091,12774,82603,23500,107874,12039,65025,26209
14131,2010,217328,25380,146075,43138,115800,12911,81297,19859,101528,12469,64778,23279
14131,2015,223378,26255,146391,48348,119422,13415,81756,22676,103956,12840,64635,25672
14132,2020,171119,22919,109665,36643,86705,11754,58195,16071,84414,11165,51470,20572
14132,2010,154212,19378,103779,29601,78882,9836,55188,13012,75330,9542,48591,16589
14132,2015,160890,20507,101443,34886,81231,10405,53081,15300,79659,10102,48362,19586
14133,2020,263683,34069,183026,39332,133883,17485,94568,17464,129800,16584,88458,21868
14133,2010,233925,29780,169555,31946,121046,15351,90426,13737,112879,14429,79129,18209
14133,2015,247529,31693,175601,36871,126992,16294,92398,16196,120537,15399,83203,20675
14134,2020,234328,29342,154646,43090,116338,15002,79276,18844,117990,14340,75370,24246
14134,2010,217360,29469,153630,32224,109905,14998,79730,14023,107455,14471,73900,18201
14134,2015,228141,29901,155920,39163,115030,15304,80623,17280,113111,14597,75297,21883
14135,2020,221734,23445,147040,42661,112978,12012,77193,18832,108756,11433,69847,23829
14135,2010,213894,25562,152184,33520,110844,13202,81508,14769,103050,12360,70676,18751
14135,2015,214158,23774,147708,39538,110059,12244,78491,17456,104099,11530,69217,22082
14136,2020,233728,31863,148225,47043,113386,16399,73602,20840,120342,15464,74623,26203
14136,2010,218867,32682,149902,34873,109096,16820,75915,15594,109771,15862,73987,19279
14136,2015,225594,28347,134254,41817,110813,14442,67158,18464,114781,13905,67096,23353
14137,2020,180705,23039,111041,42673,87391,11834,54503,18606,93314,11205,56538,24067
14137,2010,169926,23320,113415,31996,82952,11886,56139,14287,86974,11434,57276,17709
14137,2015,175523,23658,111659,38859,85491,12062,55452,17180,90032,11596,56207,21679
14150,2020,725493,82532,435860,185236,362193,42298,224715,83633,363300,40234,211145,101603
14150,2010,717544,93750,481281,138094,361394,48197,247100,63678,356150,45553,234181,74416
14150,2015,720780,88850,454821,171040,361060,45546,234102,78057,359720,43304,220719,92983
14151,2020,170207,18760,99493,47692,85615,9452,51583,22094,84592,9308,47910,25598
14151,2010,176192,23075,118465,33773,89162,11859,60871,15937,87030,11216,57594,17836
14151,2015,173612,21474,108099,42832,87459,10850,55864,20030,86153,10624,52235,22802
14152,2020,273875,32538,166179,66752,137167,16828,86214,30249,136708,15710,79965,36503
14152,2010,266988,36849,179581,48852,135750,18950,93215,22632,131238,17899,86366,26220
14152,2015,269888,34603,172311,60667,135754,17764,89185,27719,134134,16839,83126,32948
14153,2020,281411,31234,170188,70792,139411,16018,86918,31290,142000,15216,83270,39502
14153,2010,274364,33826,183235,55469,136482,17388,93014,25109,137882,16438,90221,30360
14153,2015,277280,32773,174411,67541,137847,16932,89053,30308,139433,15841,85358,37233
