city_code,census_year,total_population,population_under_15,population_15_to_64,population_over_65,male_total_population,male_population_under_15,male_population_15_to_64,male_population_over_65,female_total_population,female_population_under_15,female_population_15_to_64,female_population_over_65
20543,2010,7563,996,4574,1993,3702,519,2326,857,3861,477,2248,1136
20543,2015,7033,863,3898,2263,3469,469,1987,1006,3564,394,1911,1257
20561,2020,11352,976,5580,4762,5519,504,2879,2121,5833,472,2701,2641
20561,2010,13678,1485,7589,4572,6560,778,3885,1873,7118,707,3704,2699
20561,2015,12429,1214,6464,4726,5992,640,3316,2024,6437,574,3148,2702
20562,2020,4375,470,2074,1761,2114,229,1050,790,2261,241,1024,971
20562,2010,4939,616,2733,1590,2345,311,1391,643,2594,305,1342,947
20562,2015,4658,567,2426,1661,2248,280,1248,718,2410,287,1178,943
20563,2020,3279,375,1629,1257,1571,188,829,543,1708,187,800,714
20563,2010,3853,444,2172,1237,1813,219,1113,481,2040,225,1059,756
20563,2015,3479,364,1869,1243,1655,182,955,515,1824,182,914,728
20583,2020,7739,661,3661,3416,3812,345,1894,1572,3927,316,1767,1844
20583,2010,9238,1002,5155,3081,4452,516,2626,1310,4786,486,2529,1771
20583,2015,8469,824,4342,3295,4113,441,2209,1460,4356,383,2133,1835
20588,2020,2215,188,1010,1017,1100,103,543,454,1115,85,467,563
20588,2010,3041,301,1465,1275,1471,163,783,525,1570,138,682,750
20588,2015,2665,260,1192,1213,1292,146,641,505,1373,114,551,708
20590,2020,10296,1019,5094,4182,5019,510,2592,1917,5277,509,2502,2265
20590,2010,11865,1346,6915,3604,5715,668,3505,1542,6150,678,3410,2062
20590,2015,11063,1162,5922,3975,5360,569,3019,1769,5703,593,2903,2206
20602,2020,1660,103,654,902,800,57,344,398,860,46,310,504
20602,2010,2215,193,999,1023,1048,100,539,409,1167,93,460,614
20602,2015,1953,154,816,983,937,83,434,420,1016,71,382,563
21000,2020,1978742,240520,1105215,593751,960436,123166,554871,260558,1018306,117354,550344,333193
21000,2010,2080773,289748,1282800,499399,1006247,148132,636756,216134,1074526,141616,646044,283265
21000,2015,2031903,266998,1185431,567571,983850,136683,591138,249169,1048053,130315,594293,318402
21201,2020,402557,45760,219393,113093,191679,23410,106802,48199,210878,22350,112591,64894
21201,2010,413136,55653,255692,98022,196525,28428,124130,41760,216611,27225,131562,56262
21201,2015,406735,50957,238415,110490,193760,25980,116502,47407,212975,24977,121913,63083
21202,2020,158286,20339,92709,43465,76994,10483,46527,19024,81292,9856,46182,24441
21202,2010,161160,22844,100910,36669,78282,11495,50475,15886,82878,11349,50435,20783
21202,2015,159879,21667,95945,41486,77430,10986,47875,18160,82449,10681,48070,23326
21203,2020,84419,10547,45399,28093,40483,5403,22824,11976,43936,5144,22575,16117
21203,2010,92747,13267,54341,25025,44196,6731,26978,10405,48551,6536,27363,14620
21203,2015,89182,11972,49548,27550,42652,6108,24852,11606,46530,5864,24696,15944
21204,2020,106732,12253,60458,33321,51437,6224,30141,14735,55295,6029,30317,18586
21204,2010,112595,15142,71198,25286,54342,7802,34855,11122,58253,7340,36343,14164
21204,2015,110441,13655,65654,30728,53378,7039,32452,13665,57063,6616,33202,17063
21205,2020,85283,10487,47961,25999,41657,5377,24152,11603,43626,5110,23809,14396
21205,2010,91418,13019,57579,20654,44592,6702,28746,9020,46826,6317,28833,11634
21205,2015,89153,12044,52612,24347,43422,6148,26333,10831,45731,5896,26279,13516
21206,2020,76570,9113,41736,24980,37414,4793,21486,10751,39156,4320,20250,14229
21206,2010,80910,11086,47053,22489,39145,5665,23810,9484,41765,5421,23243,13005
21206,2015,78883,10320,43890,24383,38354,5348,22337,10474,40529,4972,21553,13909
21207,2020,19247,2112,10121,6973,9289,1066,5074,3114,9958,1046,5047,3859
21207,2010,22629,2600,13789,6240,10865,1279,6926,2660,11764,1321,6863,3580
21207,2015,20760,2350,11789,6608,9962,1166,5889,2896,10798,1184,5900,3712
21208,2020,37150,4187,21105,11639,18156,2180,10945,4927,18994,2007,10160,6712
21208,2010,40387,5319,24554,10500,19383,2737,12386,4252,21004,2582,12168,6248
21208,2015,38730,4673,22541,11404,18622,2469,11354,4750,20108,2204,11187,6654
21209,2020,65649,8480,38380,18140,32303,4337,19398,8162,33346,4143,18982,9978
21209,2010,67197,10087,42600,14101,32777,5224,21038,6302,34420,4863,21562,7799
21209,2015,67337,9443,40602,16939,33007,4884,20191,7722,34330,4559,20411,9217
21210,2020,47774,5499,25118,16856,23138,2814,12899,7261,24636,2685,12219,9595
21210,2010,53718,7052,31020,15542,25944,3681,15702,6479,27774,3371,15318,9063
21210,2015,51073,6364,28033,16620,24673,3314,14256,7057,26400,3050,13777,9563
21211,2020,56689,8277,32868,12916,28141,4076,16660,5775,28548,4201,16208,7141
21211,2010,54729,8468,35257,10621,27037,4293,17891,4634,27692,4175,17366,5987
21211,2015,55384,8511,33964,12349,27362,4294,17227,5500,28022,4217,16737,6849
21212,2020,55348,6553,30878,17692,26803,3352,15590,7715,28545,3201,15288,9977
21212,2010,60475,7703,36495,16252,29041,3944,18145,6937,31434,3759,18350,9315
21212,2015,57827,7118,33018,17548,27812,3647,16514,7587,30015,3471,16504,9961
21213,2020,144521,18832,83147,40954,71220,9645,42309,18282,73301,9187,40838,22672
21213,2010,145604,21548,92027,31641,71516,10968,45861,14465,74088,10580,46166,17176
21213,2015,144690,20266,85901,38131,71167,10340,43196,17354,73523,9926,42705,20777
21214,2020,99968,12949,57717,27764,49202,6639,29125,12735,50766,6310,28592,15029
21214,2010,97436,14240,63414,19574,47848,7242,31343,9158,49588,6998,32071,10416
21214,2015,98695,13756,59429,25000,48636,7055,29637,11681,50059,6701,29792,13319
21215,2020,25280,2616,13520,9115,12184,1362,6674,4142,13096,1254,6846,4973
21215,2010,29629,3766,18230,7633,14249,1935,8981,3333,15380,1831,9249,4300
21215,2015,27114,3055,15503,8544,13019,1577,7619,3818,14095,1478,7884,4726
21216,2020,56388,8590,34645,11829,28105,4425,17565,5367,28283,4165,17080,6462
21216,2010,51950,8463,34630,8420,25919,4367,17465,3804,26031,4096,17165,4616
21216,2015,54354,8755,34554,10557,27181,4551,17536,4793,27173,4204,17018,5764
21217,2020,22538,2393,11032,9102,10860,1214,5760,3875,11678,1179,5272,5227
21217,2010,26732,3343,14471,8913,12803,1710,7390,3699,13929,1633,7081,5214
21217,2015,24696,2866,12589,9237,11791,1443,6409,3935,12905,1423,6180,5302
21218,2020,32928,4187,18511,10038,15936,2140,9252,4445,16992,2047,9259,5593
21218,2010,35047,5288,21662,8046,16947,2732,10697,3482,18100,2556,10965,4564
21218,2015,33995,4849,19665,9442,16534,2493,9846,4176,17461,2356,9819,5266
21219,2020,38997,4575,19746,14612,19051,2319,10209,6467,19946,2256,9537,8145
21219,2010,44491,5818,24354,14315,21417,2995,12322,6098,23074,2823,12032,8217
21219,2015,42090,5218,22222,14604,20396,2667,11334,6362,21694,2551,10888,8242
21220,2020,30428,3246,14670,12298,14471,1656,7399,5275,15957,1590,7271,7023
21220,2010,36314,4524,19733,12028,17310,2377,9850,5063,19004,2147,9883,6965
21220,2015,33585,3830,17160,12560,16008,1985,8618,5379,17577,1845,8542,7181
21221,2020,32735,3270,18152,11257,16045,1667,9207,5134,16690,1603,8945,6123
21221,2010,37941,4783,24175,8966,18497,2404,12100,3983,19444,2379,12075,4983
21221,2015,35206,4062,20889,10246,17154,2039,10454,4653,18052,2023,10435,5593
21302,2020,25881,3774,15941,5822,12664,1913,7967,2626,13217,1861,7974,3196
21302,2010,23804,3682,15653,4380,11689,1914,7777,1951,12115,1768,7876,2429
21302,2015,24622,3695,15425,5311,12004,1889,7596,2424,12618,1806,7829,2887
21303,2020,22208,2740,13011,6210,10513,1399,6322,2655,11695,1341,6689,3555
21303,2010,22809,3349,13991,5413,10577,1694,6578,2272,12232,1655,7413,3141
21303,2015,22750,3118,13423,6157,10662,1575,6427,2623,12088,1543,6996,3534
21341,2020,26882,2848,14822,9162,13116,1479,7504,4094,13766,1369,7318,5068
21341,2010,31332,4071,19623,7418,15254,2070,9807,3247,16078,2001,9816,4171
21341,2015,29029,3622,16999,8381,14139,1871,8514,3735,14890,1751,8485,4646
21361,2020,26402,3272,14765,8280,12985,1685,7531,3718,13417,1587,7234,4562
21361,2010,28505,4154,17554,6735,13820,2137,8729,2924,14685,2017,8825,3811
21361,2015,27556,3742,15973,7802,13509,1957,8021,3502,14047,1785,7952,4300
21362,2020,6610,584,3338,2649,3202,302,1693,1180,3408,282,1645,1469
21362,2010,8096,892,4757,2438,3952,459,2436,1049,4144,433,2321,1389
21362,2015,7419,749,3988,2682,3616,377,2021,1218,3803,372,1967,1464
21381,2020,18585,2177,10309,5973,9099,1070,5244,2729,9486,1107,5065,3244
21381,2010,20065,2834,12491,4737,9865,1467,6218,2180,10200,1367,6273,2557
21381,2015,19282,2489,11156,5633,9458,1268,5598,2589,9824,1221,5558,3044
21382,2020,9654,1300,5753,2571,4807,651,2999,1139,4847,649,2754,1432
21382,2010,10028,1605,6414,1989,4918,802,3258,844,5110,803,3156,1145
21382,2015,9973,1511,6132,2299,4883,749,3111,1008,5090,762,3021,1291
21383,2020,14355,1875,8306,4111,7036,956,4186,1851,7319,919,4120,2260
21383,2010,15271,2423,9642,3194,7650,1219,4979,1440,7621,1204,4663,1754
21383,2015,14752,2190,8684,3851,7278,1094,4422,1753,7474,1096,4262,2098
21401,2020,19529,1993,10003,7523,9366,1022,5040,3299,10163,971,4963,4224
21401,2010,23784,2841,13824,7086,11381,1444,6907,2999,12403,1397,6917,4087
21401,2015,21503,2390,11545,7567,10248,1209,5761,3277,11255,1181,5784,4290
21403,2020,22041,2794,12579,6608,10778,1467,6333,2941,11263,1327,6246,3667
21403,2010,23859,3813,14908,5114,11636,1975,7369,2284,12223,1838,7539,2830
21403,2015,23453,3452,13933,6043,11423,1790,6930,2690,12030,1662,7003,3353
21404,2020,23360,2976,13427,6911,11425,1532,6821,3049,11935,1444,6606,3862
21404,2010,24980,3929,15357,5612,12131,1994,7650,2447,12849,1935,7707,3165
21404,2015,24347,3564,14297,6477,11817,1809,7166,2836,12530,1755,7131,3641
21421,2020,18139,2501,11063,4455,8652,1271,5393,1917,9487,1230,5670,2538
21421,2010,18395,3052,11983,3360,8839,1545,5821,1473,9556,1507,6162,1887
21421,2015,18169,2697,11443,4028,8662,1391,5511,1759,9507,1306,5932,2269
21501,2020,8071,1046,4686,2254,4168,549,2533,1028,3903,497,2153,1226
21501,2010,8361,1091,5631,1598,4390,592,3074,695,3971,499,2557,903
21501,2015,8202,1041,5107,2020,4291,555,2779,924,3911,486,2328,1096
21502,2020,5626,792,3016,1817,2705,405,1515,784,2921,387,1501,1033
21502,2010,5516,721,3433,1362,2658,377,1696,585,2858,344,1737,777
21502,2015,5564,738,3198,1626,2682,391,1569,720,2882,347,1629,906
21503,2020,9860,1239,5449,3158,4865,660,2772,1423,4995,579,2677,1735
21503,2010,10593,1449,6327,2810,5163,742,3200,1215,5430,707,3127,1595
21503,2015,10197,1318,5814,3043,4973,680,2927,1352,5224,638,2887,1691
21504,2020,3402,283,1551,1568,1608,148,777,683,1794,135,774,885
21504,2010,4484,459,2388,1637,2129,237,1191,701,2355,222,1197,936
21504,2015,3876,341,1914,1620,1825,173,953,698,2051,168,961,922
21505,2020,10195,999,5089,4097,4905,511,2579,1809,5290,488,2510,2288
21505,2010,12045,1393,6736,3916,5791,721,3388,1682,6254,672,3348,2234
21505,2015,11027,1146,5839,4036,5291,587,2949,1752,5736,559,2890,2284
21506,2020,7412,586,3355,3471,3485,285,1677,1523,3927,301,1678,1948
21506,2010,9530,1064,4851,3615,4511,531,2462,1518,5019,533,2389,2097
21506,2015,8392,780,4006,3606,3957,386,2020,1551,4435,394,1986,2055
21507,2020,2016,185,921,910,964,91,488,385,1052,94,433,525
21507,2010,2514,294,1212,1008,1185,141,621,423,1329,153,591,585
21507,2015,2261,244,1064,953,1076,125,545,406,1185,119,519,547
21521,2020,17516,2090,9755,5565,8770,1095,5056,2542,8746,995,4699,3023
21521,2010,18824,2347,11893,4544,9229,1230,6020,1961,9595,1117,5873,2583
21521,2015,18111,2210,10700,5152,8947,1165,5435,2318,9164,1045,5265,2834
21604,2020,1511,201,810,500,755,93,443,219,756,108,367,281
21604,2010,1733,272,948,496,844,130,484,218,889,142,464,278
21604,2015,1609,230,868,511,789,109,452,228,820,121,416,283
22000,2020,3633202,438723,2071258,1084282,1791118,224978,1064983,479321,1842084,213745,1006275,604961
22000,2010,3765007,511575,2339915,891807,1853952,262635,1191003,386376,1911055,248940,1148912,505431
22000,2015,3700305,478084,2175004,1021283,1820993,245364,1111045,448723,1879312,232720,1063959,572560
22100,2020,693389,78274,395897,209628,337812,40321,200965,91095,355577,37953,194932,118533
22100,2010,716197,91673,444745,176033,348609,47101,223092,75606,367588,44572,221653,100427
22100,2015,704989,85299,415466,200229,343338,43798,209891,86792,361651,41501,205575,113437
22101,2020,249297,29111,139810,77416,119984,15001,69708,33510,129313,14110,70102,43906
22101,2010,255375,32264,156400,65368,123042,16685,77486,27923,132333,15579,78914,37445
22101,2015,253593,31096,147341,74152,121761,15972,73209,31911,131832,15124,74132,42241
22102,2020,213026,24659,127440,56905,105146,12714,65535,24886,107880,11945,61905,32019
22102,2010,213059,28607,136786,46289,105195,14699,69237,20223,107864,13908,67549,26066
22102,2015,212419,26509,130564,53531,105257,13671,66801,23473,107162,12838,63763,30058
22103,2020,231066,24504,128647,75307,112682,12606,65722,32699,118384,11898,62925,42608
22103,2010,247763,30802,151559,64376,120372,15717,76369,27460,127391,15085,75190,36916
22103,2015,238977,27694,137561,72546,116320,14155,69881,31408,122657,13539,67680,41138
22130,2020,790718,101461,457684,220925,392900,52415,235578,98712,397818,49046,222106,122213
22130,2010,800866,112093,499213,181347,397146,57834,255458,79232,403720,54259,243755,102115
22130,2015,797980,107411,473435,208355,395509,55452,242447,92451,402471,51959,230988,115904
22131,2020,235240,28418,140830,61237,117377,14546,72861,27023,117863,13872,67969,34214
22131,2010,238477,31490,152450,50173,119044,16281,78532,21771,119433,15209,73918,28402
22131,2015,237443,29534,144553,57891,118259,15112,74413,25417,119184,14422,70140,32474
22132,2020,129356,17561,76244,33468,64357,9137,39025,15011,64999,8424,37219,18457
22132,2010,126609,18921,79331,26532,63053,9866,40371,11807,63556,9055,38960,14725
22132,2015,128555,18520,77166,31430,63832,9667,39402,13999,64723,8853,37764,17431
22133,2020,108160,14077,62135,31556,53482,7273,31932,14007,54678,6804,30203,17549
22133,2010,113654,17373,70379,25492,56162,9017,35922,10996,57492,8356,34457,14496
22133,2015,111353,16164,65475,29420,54982,8318,33485,12980,56371,7846,31990,16440
22134,2020,99769,12600,58124,27257,50016,6579,30228,12301,49753,6021,27896,14956
22134,2010,102381,14764,64445,22633,51420,7590,33275,10174,50961,7174,31170,12459
22134,2015,100870,13520,60084,26262,50443,6957,31075,11866,50427,6563,29009,14396
22135,2020,92688,11798,51576,28530,45656,6077,26337,12778,47032,5721,25239,15752
22135,2010,94680,12826,57981,23158,46260,6636,29415,9850,48420,6190,28566,13308
22135,2015,93567,12375,54597,26335,45885,6443,27657,11627,47682,5932,26940,14708
22136,2020,98779,14931,56439,26694,49066,7776,28748,12174,49713,7155,27691,14520
22136,2010,91108,13635,56650,20488,44915,6910,28606,9231,46193,6725,28044,11257
22136,2015,95900,14820,56496,24274,47517,7698,28559,11090,48383,7122,27937,13184
22137,2020,26726,2076,12336,12183,12946,1027,6447,5418,13780,1049,5889,6765
22137,2010,33957,3084,17977,12871,16292,1534,9337,5403,17665,1550,8640,7468
22137,2015,30292,2478,15064,12743,14591,1257,7856,5472,15701,1221,7208,7271
22203,2020,189386,19162,107423,60488,93046,9690,55661,26398,96340,9472,51762,34090
22203,2010,202304,25911,126489,49821,99184,13204,64586,21327,103120,12707,61903,28494
22203,2015,195633,22389,115320,57076,95980,11394,59319,24681,99653,10995,56001,32395
22205,2020,34208,1993,15252,16376,15438,1008,7445,6658,18770,985,7807,9718
22205,2010,39611,3204,21103,15298,17718,1623,10160,5929,21893,1581,10943,9369
22205,2015,37544,2666,18077,16742,16926,1352,8903,6641,20618,1314,9174,10101
22206,2020,107783,13054,61582,31677,52421,6665,31152,13910,55362,6389,30430,17767
22206,2010,111838,15072,71046,25442,54911,7673,35820,11202,56927,7399,35226,14240
22206,2015,110046,14217,65811,29366,53836,7274,33296,12863,56210,6943,32515,16503
22207,2020,128105,15768,73531,37925,63364,8111,38055,16656,64741,7657,35476,21269
22207,2010,132001,18762,82933,29673,64909,9703,42049,12773,67092,9059,40884,16900
22207,2015,130770,17681,77294,34921,64281,9143,39400,15206,66489,8538,37894,19715
22208,2020,65491,5503,30839,27965,30668,2835,15256,12019,34823,2668,15583,15946
22208,2010,71437,8014,39255,23547,33279,4089,18866,9934,38158,3925,20389,13613
22208,2015,68345,6829,33849,26762,31828,3464,16527,11360,36517,3365,17322,15402
22209,2020,95719,12022,53013,30176,46725,6104,26955,13347,48994,5918,26058,16829
22209,2010,100276,13533,60879,25697,48876,6908,30642,11201,51400,6625,30237,14496
22209,2015,98112,12778,56193,28840,47806,6538,28404,12701,50306,6240,27789,16139
22210,2020,245392,30431,143917,69314,120694,15511,73864,30522,124698,14920,70053,38792
22210,2010,254027,37154,160844,55277,125240,18828,82020,23891,128787,18326,78824,31386
22210,2015,248399,33258,148073,64166,121901,16861,75388,27993,126498,16397,72685,36173
22211,2020,166672,21544,94843,47581,83980,11040,49623,21710,82692,10504,45220,25871
22211,2010,168625,23278,106079,37204,84716,12035,55041,16395,83909,11243,51038,20809
22211,2015,167210,22848,99905,43711,84130,11741,52118,19801,83080,11107,47787,23910
22212,2020,136845,16571,78621,40865,66952,8546,39991,18017,69893,8025,38630,22848
22212,2010,143249,20063,89377,33672,69901,10487,44510,14808,73348,9576,44867,18864
22212,2015,139462,18420,81840,38648,68168,9614,41072,17183,71294,8806,40768,21465
22213,2020,114954,15655,66367,32043,57655,8010,34432,14668,57299,7645,31935,17375
22213,2010,116363,16352,73464,25433,57921,8386,37776,11017,58442,7966,35688,14416
22213,2015,114602,16060,69041,29096,57126,8277,35499,13082,57476,7783,33542,16014
22214,2020,141342,18165,79594,42602,68793,9211,39960,19133,72549,8954,39634,23469
22214,2010,142151,19603,88090,33846,69484,10082,43744,15244,72667,9521,44346,18602
22214,2015,143605,19303,84051,39753,70049,9843,41890,18037,73556,9460,42161,21716
22215,2020,86614,11327,52570,22176,44454,5732,28596,9788,42160,5595,23974,12388
22215,2010,89030,13763,57916,17351,45694,7101,30973,7620,43336,6662,26943,9731
22215,2015,88078,12995,54185,20244,45159,6654,29089,8984,42919,6341,25096,11260
22216,2020,87864,12764,52796,21310,44534,6637,27597,9796,43330,6127,25199,11514
22216,2010,84846,13145,55091,16169,42867,6751,28750,7102,41979,6394,26341,9067
22216,2015,85789,13001,52667,18997,43206,6735,27334,8522,42583,6266,25333,10475
22219,2020,20183,1684,9887,8535,9675,862,5165,3598,10508,822,4722,4937
22219,2010,25013,2635,14066,8260,12002,1388,7141,3438,13011,1247,6925,4822
22219,2015,22916,2234,11658,8848,11009,1153,5986,3756,11907,1081,5672,5092
22220,2020,50911,6853,30028,13667,25773,3436,15964,6205,25138,3417,14064,7462
22220,2010,54546,8170,35258,10259,28163,4133,18729,4607,26383,4037,16529,5652
22220,2015,52737,7672,32448,12384,26837,3856,17179,5679,25900,3816,15269,6705
22221,2020,57885,6973,34646,16070,29625,3570,18565,7394,28260,3403,16081,8676
22221,2010,60107,8550,38431,12778,30709,4351,20412,5702,29398,4199,18019,7076
22221,2015,59789,8080,36227,15079,30550,4127,19262,6870,29239,3953,16965,8209
22222,2020,28190,2328,13861,11999,13342,1152,6961,5227,14848,1176,6900,6772
22222,2010,34202,3617,19765,10795,16257,1811,9913,4514,17945,1806,9852,6281
22222,2015,31317,2933,16489,11752,14837,1454,8259,5048,16480,1479,8230,6704
22223,2020,31103,3673,17564,9537,15803,1869,9401,4309,15300,1804,8163,5228
22223,2010,34700,4861,21810,7826,17583,2455,11560,3422,17117,2406,10250,4404
22223,2015,32578,4171,19139,8767,16499,2127,10184,3887,16079,2044,8955,4880
22224,2020,47789,6711,27785,12864,24173,3382,14609,5923,23616,3329,13176,6941
22224,2010,47041,6790,29800,10298,23659,3493,15455,4581,23382,3297,14345,5717
22224,2015,46763,6755,28176,11682,23488,3409,14626,5351,23275,3346,13550,6331
22225,2020,46804,5328,25354,15750,22459,2739,12635,6852,24345,2589,12719,8898
22225,2010,49269,6388,29950,12699,23506,3310,14655,5408,25763,3078,15295,7291
22225,2015,48152,5889,27334,14788,23031,3062,13474,6410,25121,2827,13860,8378
22226,2020,43502,5064,24348,13834,21414,2572,12643,6071,22088,2492,11705,7763
22226,2010,49019,6507,30339,12116,24048,3282,15654,5071,24971,3225,14685,7045
22226,2015,45547,5632,26685,13137,22331,2868,13735,5681,23216,2764,12950,7456
22301,2020,11488,774,5189,5516,5440,356,2630,2448,6048,418,2559,3068
22301,2010,14064,1402,7839,4809,6615,700,3875,2028,7449,702,3964,2781
22301,2015,12624,1065,6206,5348,5929,528,3064,2334,6695,537,3142,3014
22302,2020,6870,644,3266,2960,3317,325,1661,1331,3553,319,1605,1629
22302,2010,7998,961,4341,2695,3789,445,2184,1159,4209,516,2157,1536
22302,2015,7303,793,3600,2910,3512,380,1851,1281,3791,413,1749,1629
22304,2020,7877,659,3339,3873,3722,309,1721,1689,4155,350,1618,2184
22304,2010,9516,999,4952,3560,4543,503,2536,1500,4973,496,2416,2060
22304,2015,8524,824,3956,3744,4054,419,1990,1645,4470,405,1966,2099
22305,2020,6038,463,2620,2948,2837,245,1325,1260,3201,218,1295,1688
22305,2010,7653,831,3971,2841,3590,420,1960,1201,4063,411,2011,1640
22305,2015,6837,627,3258,2949,3223,326,1641,1253,3614,301,1617,1696
22306,2020,7090,435,2972,3654,3352,217,1540,1579,3738,218,1432,2075
22306,2010,9469,881,4748,3839,4441,451,2348,1641,5028,430,2400,2198
22306,2015,8234,666,3661,3906,3864,344,1838,1681,4370,322,1823,2225
22325,2020,36794,4286,20397,12069,17916,2219,10289,5378,18878,2067,10108,6691
22325,2010,38571,5113,23929,9499,18736,2645,11882,4184,19835,2468,12047,5315
22325,2015,37661,4712,21587,11315,18301,2456,10768,5045,19360,2256,10819,6270
22341,2020,31710,4012,19101,8285,15388,2135,9476,3591,16322,1877,9625,4694
22341,2010,32302,5079,20445,6652,15754,2598,10181,2900,16548,2481,10264,3752
22341,2015,32118,4609,19571,7790,15573,2385,9733,3360,16545,2224,9838,4430
22342,2020,43336,6880,26520,9556,21434,3496,13525,4228,21902,3384,12995,5328
22342,2010,40763,6721,26216,7668,20665,3376,13700,3460,20098,3345,12516,4208
22342,2015,42331,6862,26348,8932,21229,3452,13699,3970,21102,3410,12649,4962
22344,2020,18568,2165,10794,5569,9845,1101,6282,2424,8723,1064,4512,3145
22344,2010,20629,2830,13170,4616,10908,1469,7442,1984,9721,1361,5728,2632
22344,2015,19497,2377,11929,5092,10386,1250,6845,2225,9111,1127,5084,2867
22424,2020,28919,3689,17590,7468,14413,1900,9118,3303,14506,1789,8472,4165
22424,2010,29815,4492,18779,5993,14954,2327,9718,2567,14861,2165,9061,3426
22424,2015,29093,4216,17672,6924,14422,2165,9095,2993,14671,2051,8577,3931
22429,2020,6206,403,2727,3076,3055,201,1484,1370,3151,202,1243,1706
22429,2010,8074,697,3969,3407,3946,367,2123,1455,4128,330,1846,1952
22429,2015,7192,535,3335,3321,3532,265,1801,1465,3660,270,1534,1856
22461,2020,17457,2005,9341,6001,8699,1056,4859,2712,8758,949,4482,3289
22461,2010,19435,2431,11613,5387,9629,1306,6048,2273,9806,1125,5565,3114
22461,2015,18528,2277,10518,5709,9143,1198,5438,2492,9385,1079,5080,3217
23000,2020,7542415,973642,4502713,1864603,3761502,499205,2323364,830811,3780913,474437,2179349,1033792
23000,2010,7410719,1065254,4791445,1492085,3704220,545767,2457337,664750,3706499,519487,2334108,827335
23000,2015,7483128,1022532,4618657,1760763,3740844,524531,2380978,788910,3742284,498001,2237679,971853
23100,2020,2332176,275484,1388348,566154,1146669,140965,704963,247113,1185507,134519,683385,319041
23100,2010,2263894,289642,1463977,471879,1116211,147883,744347,203469,1147683,141759,719630,268410
23100,2015,2295638,282497,1429795,545210,1133640,144830,730108,237737,1161998,137667,699687,307473
23101,2020,165245,19283,101329,39379,80239,9876,51114,16388,85006,9407,50215,22991
23101,2010,160015,18232,105194,32946,77824,9283,53049,13463,82191,8949,52145,19483
23101,2015,164696,18661,102073,37411,80513,9492,51701,15528,84183,9169,50372,21883
23102,2020,84392,9642,53876,17986,40483,4945,26638,7628,43909,4697,27238,10358
23102,2010,73272,7325,47915,14927,34785,3751,23548,6012,38487,3574,24367,8915
23102,2015,78043,7917,47484,17445,37265,4117,23190,7312,40778,3800,24294,10133
23103,2020,162956,17222,98464,47154,79185,8727,50108,20289,83771,8495,48356,26865
23103,2010,165785,19875,105058,39322,80534,10158,52862,16692,85251,9717,52196,22630
23103,2015,163579,18473,99012,44928,79474,9394,50107,19226,84105,9079,48905,25702
23104,2020,151082,16979,93632,35800,74787,8702,48473,15608,76295,8277,45159,20192
23104,2010,144995,17823,93577,31658,71908,9034,48301,13525,73087,8789,45276,18133
23104,2015,149098,17549,94026,35211,73955,9007,48622,15233,75143,8542,45404,19978
23105,2020,138599,12848,83337,35868,70094,6586,43963,15765,68505,6262,39374,20103
23105,2010,136164,12889,86944,33350,68456,6652,45594,14491,67708,6237,41350,18859
23105,2015,133206,12897,82689,36114,67601,6630,43987,15961,65605,6267,38702,20153
23106,2020,93100,5716,48598,15440,46086,2899,24865,6383,47014,2817,23733,9057
23106,2010,78353,5235,49134,14292,37724,2695,24454,5621,40629,2540,24680,8671
23106,2015,83203,5726,56900,16877,40684,2809,29444,6713,42519,2917,27456,10164
23107,2020,107599,13014,66597,25086,52961,6652,33948,10800,54638,6362,32649,14286
23107,2010,105536,11361,69694,21969,52200,5823,35904,9125,53336,5538,33790,12844
23107,2015,107170,11714,68438,24613,53635,6068,35540,10514,53535,5646,32898,14099
23108,2020,108332,12066,57233,26996,51984,6167,27731,11720,56348,5899,29502,15276
23108,2010,105061,12603,67345,24085,50866,6352,33747,10244,54195,6251,33598,13841
