city_code,census_year,total_population,population_under_15,population_15_to_64,population_over_65,male_total_population,male_population_under_15,male_population_15_to_64,male_population_over_65,female_total_population,female_population_under_15,female_population_15_to_64,female_population_over_65
23108,2015,105357,12743,64779,26997,50762,6522,32186,11692,54595,6221,32593,15305
23109,2020,66957,6774,40539,17269,33400,3435,21070,7526,33557,3339,19469,9743
23109,2010,64719,6844,42078,15143,32009,3498,21697,6464,32710,3346,20381,8679
23109,2015,65895,6633,39848,16721,32545,3379,20427,7218,33350,3254,19421,9503
23110,2020,220728,25896,135275,54337,108929,13136,69526,23987,111799,12760,65749,30350
23110,2010,221521,30624,142849,45902,109794,15687,72766,20143,111727,14937,70083,25759
23110,2015,220281,28373,137358,52140,109245,14630,70289,23035,111036,13743,67069,29105
23111,2020,143715,16363,81593,39032,72197,8340,41500,17398,71518,8023,40093,21634
23111,2010,149215,21011,96995,31200,74710,10767,50191,13745,74505,10244,46804,17455
23111,2015,146745,18290,90262,37307,73673,9358,47094,16653,73072,8932,43168,20654
23112,2020,134510,14261,79069,40043,68355,7262,42144,18357,66155,6999,36925,21686
23112,2010,141310,16182,88747,34903,71625,8213,46888,15626,69685,7969,41859,19277
23112,2015,136935,14991,82244,39018,69355,7680,43600,17788,67580,7311,38644,21230
23113,2020,176587,24936,99649,42753,86087,12736,49769,18726,90500,12200,49880,24027
23113,2010,168551,26000,107412,34112,83319,13178,54499,15058,85232,12822,52913,19054
23113,2015,172845,25787,105138,40782,85555,13158,53609,18018,87290,12629,51529,22764
23114,2020,248802,37454,151029,56715,121993,19347,75775,25331,126809,18107,75254,31384
23114,2010,229592,37426,148892,41959,113380,19181,74486,19010,116212,18245,74406,22949
23114,2015,241822,37957,150863,51818,119098,19605,75500,23430,122724,18352,75363,28388
23115,2020,164755,22683,97071,35530,78867,11637,46965,15098,85888,11046,50106,20432
23115,2010,161012,24063,106323,27822,77750,12329,52151,11837,83262,11734,54172,15985
23115,2015,164080,23865,104300,33483,79203,12170,51206,14337,84877,11695,53094,19146
23116,2020,164817,20347,101057,36766,81022,10518,51374,16109,83795,9829,49683,20657
23116,2010,158793,22149,105820,28289,79327,11282,54210,12413,79466,10867,51610,15876
23116,2015,162683,20921,104381,34345,81077,10811,53606,15079,81606,10110,50775,19266
23201,2020,371920,48558,221467,95757,186160,24797,115065,42579,185760,23761,106402,53178
23201,2010,376665,55709,241743,75780,188200,28508,124232,33282,188465,27201,117511,42498
23201,2015,374765,52524,230340,89758,187801,26901,119403,40046,186964,25623,110937,49712
23202,2020,384654,54174,234846,89678,193719,27921,122478,40722,190935,26253,112368,48956
23202,2010,372357,57169,246809,66950,187649,29431,127252,29863,184708,27738,119557,37087
23202,2015,381051,56430,240554,81907,192771,29073,125076,37244,188280,27357,115478,44663
23203,2020,380073,48805,221207,102543,184934,25082,110247,45158,195139,23723,110960,57385
23203,2010,378566,56307,236659,82915,184221,28583,116886,37261,194345,27724,119773,45654
23203,2015,380868,52948,227596,97058,185869,27148,113223,43397,194999,25800,114373,53661
23204,2020,127792,15806,72686,38195,62586,8102,37131,16895,65206,7704,35555,21300
23204,2010,132224,17869,82919,30666,65123,9227,41733,13716,67101,8642,41186,16950
23204,2015,129046,16575,75384,36066,63189,8422,38165,16084,65857,8153,37219,19982
23205,2020,117884,15247,72492,28591,59364,7923,37631,12861,58520,7324,34861,15730
23205,2010,118828,18274,77111,22959,59291,9552,39273,10149,59537,8722,37838,12810
23205,2015,116908,16261,73218,26728,58444,8476,37620,11870,58464,7785,35598,14858
23206,2020,308681,40928,182975,79532,152320,20884,93376,35534,156361,20044,89599,43998
23206,2010,305569,46032,196130,61925,152765,23395,99403,28718,152804,22637,96727,33207
23206,2015,306508,43271,185242,75000,151955,22064,94017,34302,154553,21207,91225,40698
23207,2020,184661,25338,109442,48237,91964,12869,56579,21418,92697,12469,52863,26819
23207,2010,181928,27294,115543,38215,90328,13943,58903,16957,91600,13351,56640,21258
23207,2015,182436,26153,110203,45256,90869,13345,56759,20221,91567,12808,53444,25035
23208,2020,60942,6588,35520,18299,29664,3450,18011,7923,31278,3138,17509,10376
23208,2010,65258,9411,40322,15230,31830,4808,20056,6716,33428,4603,20266,8514
23208,2015,63431,8007,37568,17628,30880,4098,18905,7742,32551,3909,18663,9886
23209,2020,72458,9872,44522,17247,37286,5120,23870,7753,35172,4752,20652,9494
23209,2010,72018,11138,46299,14457,36670,5773,24519,6275,35348,5365,21780,8182
23209,2015,71346,10330,44563,16182,36623,5394,23808,7219,34723,4936,20755,8963
23210,2020,153834,20887,96421,31028,80203,10725,52206,14212,73631,10162,44215,16816
23210,2010,145781,22365,99517,23009,76598,11422,54164,10453,69183,10943,45353,12556
23210,2015,149765,21942,98318,28303,78456,11232,53572,12972,71309,10710,44746,15331
23211,2020,422330,56365,261645,97411,220716,28893,142113,45347,201614,27472,119532,52064
23211,2010,421487,63534,285530,69550,221198,32610,154046,32496,200289,30924,131484,37054
23211,2015,422542,60357,272081,87315,222169,31060,148022,41211,200373,29297,124059,46104
23212,2020,187990,27665,119010,39497,96093,14261,63087,17926,91897,13404,55923,21571
23212,2010,178691,29556,119012,29164,91424,15243,62392,13193,87267,14313,56620,15971
23212,2015,184140,28829,118563,35936,94073,14860,62452,16373,90067,13969,56111,19563
23213,2020,169046,23576,100848,43373,85594,12041,53218,19548,83452,11535,47630,23825
23213,2010,106823,16328,69707,20620,54066,8407,36488,9020,52757,7921,33219,11600
23213,2015,167990,24236,103106,40211,84669,12431,53883,18045,83321,11805,49223,22166
23214,2020,79538,9583,45717,23404,39336,5079,23674,10177,40202,4504,22043,13227
23214,2010,82249,11015,50781,20135,40490,5811,25754,8691,41759,5204,25027,11444
23214,2015,81100,10397,47709,22677,40230,5592,24608,9877,40870,4805,23101,12800
23215,2020,73090,8825,42172,21416,36240,4465,21793,9523,36850,4360,20379,11893
23215,2010,75198,10784,46673,17571,37454,5541,23670,8099,37744,5243,23003,9472
23215,2015,74308,9851,43519,20670,36949,4986,22368,9386,37359,4865,21151,11284
23216,2020,58710,8495,34460,14737,28575,4346,17309,6465,30135,4149,17151,8272
23216,2010,54858,7761,33962,12928,26898,3930,17256,5601,27960,3831,16706,7327
23216,2015,56547,8135,33202,14143,27629,4128,16774,6199,28918,4007,16428,7944
23217,2020,98255,11679,54529,26630,47920,5934,27172,11870,50335,5745,27357,14760
23217,2010,99730,14639,62694,22099,48838,7587,31039,10002,50892,7052,31655,12097
23217,2015,98359,13334,58122,25805,48035,6838,28878,11652,50324,6496,29244,14153
23219,2020,148831,19321,91387,37160,75290,9824,47984,16886,73541,9497,43403,20274
23219,2010,147132,22307,97024,27594,74161,11486,49687,12818,72971,10821,47337,14776
23219,2015,149462,20267,89973,33816,75430,10327,46390,15601,74032,9940,43583,18215
23220,2020,134751,17241,79173,37287,66415,8850,40220,16845,68336,8391,38953,20442
23220,2010,136442,19389,87803,29250,67394,9961,44158,13275,69048,9428,43645,15975
23220,2015,136867,18437,83165,34642,67500,9527,41939,15731,69367,8910,41226,18911
23221,2020,44355,4732,23319,16032,22002,2444,12073,7295,22353,2288,11246,8737
23221,2010,49864,6300,29531,14033,24532,3247,15197,6088,25332,3053,14334,7945
23221,2015,47133,5536,26055,15371,23138,2871,13276,6876,23995,2665,12779,8495
23222,2020,113787,16453,69809,25005,59158,8563,37949,11383,54629,7890,31860,13622
23222,2010,107690,16872,70407,20121,56305,8771,38130,9194,51385,8101,32277,10927
23222,2015,111944,17325,69662,23735,58170,8935,37773,10784,53774,8390,31889,12951
23223,2020,93123,14194,57143,19927,47374,7166,30072,9047,45749,7028,27071,10880
23223,2010,85249,13843,56275,14921,43738,7138,29541,6917,41511,6705,26734,8004
23223,2015,89157,13915,54984,18427,45390,7006,28742,8525,43767,6909,26242,9902
23224,2020,84364,10966,49179,23461,42346,5760,25403,10791,42018,5206,23776,12670
23224,2010,84768,12779,54431,17454,42453,6511,27575,8281,42315,6268,26856,9173
23224,2015,84617,11829,50839,21432,42428,6090,26071,9998,42189,5739,24768,11434
23225,2020,72193,9755,46716,14360,38127,5139,25555,6598,34066,4616,21161,7762
23225,2010,68398,10616,46184,11279,35683,5464,24879,5171,32715,5152,21305,6108
23225,2015,70501,10164,45714,13414,36667,5289,24543,6107,33834,4875,21171,7307
23226,2020,83144,11404,49283,21475,40453,5812,24530,9551,42691,5592,24753,11924
23226,2010,81140,12409,51781,16347,39681,6296,25572,7446,41459,6113,26209,8901
23226,2015,80787,11504,48186,19920,39251,5852,23733,9030,41536,5652,24453,10890
23227,2020,46106,6997,29738,8896,23790,3580,15949,3998,22316,3417,13789,4898
23227,2010,44027,7513,28670,7645,22737,3905,15360,3343,21290,3608,13310,4302
23227,2015,46236,7459,29818,8750,23889,3849,16017,3898,22347,3610,13801,4852
23228,2020,47983,5890,28702,11995,23866,2995,14734,5412,24117,2895,13968,6583
23228,2010,47340,6689,31059,9563,23504,3435,15649,4396,23836,3254,15410,5167
23228,2015,47562,6100,29672,11361,23695,3121,15154,5211,23867,2979,14518,6150
23229,2020,69295,8577,41574,18123,35061,4493,21736,8230,34234,4084,19838,9893
23229,2010,69745,10035,45222,14290,35075,5160,23104,6686,34670,4875,22118,7604
23229,2015,69127,9047,42605,17047,34879,4715,22005,7884,34248,4332,20600,9163
23230,2020,91520,13492,51836,18044,45149,6911,25798,8005,46371,6581,26038,10039
23230,2010,84237,13924,55223,14439,42137,7089,28043,6604,42100,6835,27180,7835
23230,2015,87977,14347,55182,17230,43723,7302,27894,7743,44254,7045,27288,9487
23231,2020,59360,7422,33453,16698,30138,3830,17679,7533,29222,3592,15774,9165
23231,2010,64119,8788,41005,14224,32573,4564,21862,6091,31546,4224,19143,8133
23231,2015,62364,8164,37946,15960,31908,4291,20333,7108,30456,3873,17613,8852
23232,2020,60829,6865,34544,19192,29536,3429,17300,8680,31293,3436,17244,10512
23232,2010,64978,9496,39771,15690,31703,4907,19600,7184,33275,4589,20171,8506
23232,2015,63088,8108,36473,18448,30678,4186,18049,8411,32410,3922,18424,10037
23233,2020,67352,8696,36320,15188,33520,4454,18457,6764,33832,4242,17863,8424
23233,2010,65757,9372,42792,13215,32933,4725,22102,5891,32824,4647,20690,7324
23233,2015,67327,9534,41834,15377,33820,4789,21747,6926,33507,4745,20087,8451
23234,2020,86385,12192,52510,20797,43041,6250,27184,9236,43344,5942,25326,11561
23234,2010,81571,12607,52154,16482,40899,6543,26399,7733,40672,6064,25755,8749
23234,2015,84133,12572,51227,19908,42010,6432,26323,9061,42123,6140,24904,10847
23235,2020,43025,5294,25765,11260,21465,2675,13413,4969,21560,2619,12352,6291
23235,2010,43272,6400,27479,9157,21489,3291,13883,4193,21783,3109,13596,4964
23235,2015,43269,5894,26249,10702,21554,3045,13445,4817,21715,2849,12804,5885
23236,2020,61952,8981,40028,11234,32105,4653,21269,5352,29847,4328,18759,5882
23236,2010,60098,11152,40431,8190,32407,5746,22234,4109,27691,5406,18197,4081
23236,2015,61810,10170,40940,10371,32646,5235,22179,5036,29164,4935,18761,5335
23237,2020,86126,11511,51573,23031,42561,5922,26360,10271,43565,5589,25213,12760
23237,2010,86714,13227,54728,18366,43048,6716,27427,8645,43666,6511,27301,9721
23237,2015,86898,12390,51921,22091,43229,6273,26404,10229,43669,6117,25517,11862
23238,2020,60162,10084,36234,9840,29144,5092,17736,4401,31018,4992,18498,5439
23238,2015,57598,9897,37414,8691,28419,5039,18630,3948,29179,4858,18784,4743
23302,2020,43903,6537,26144,10206,21931,3331,13459,4567,21972,3206,12685,5639
23302,2010,41851,7340,27055,7394,21163,3741,13826,3538,20688,3599,13229,3856
23302,2015,42858,7068,26070,9462,21440,3621,13300,4380,21418,3447,12770,5082
23304,2010,52022,8882,35840,6795,26100,4524,18111,3105,25922,4358,17729,3690
23342,2020,15613,2285,8756,3444,7937,1165,4557,1550,7676,1120,4199,1894
23342,2010,14405,2210,9314,2807,7335,1092,4889,1299,7070,1118,4425,1508
23342,2015,15177,2423,9342,3332,7769,1247,4925,1545,7408,1176,4417,1787
23361,2020,24305,3456,13797,5769,12261,1808,7127,2598,12044,1648,6670,3171
23361,2010,22446,3678,14242,4500,11322,1885,7387,2025,11124,1793,6855,2475
23361,2015,23274,3554,14304,5377,11679,1798,7439,2411,11595,1756,6865,2966
23362,2020,34133,4616,20033,8992,16839,2322,10272,3997,17294,2294,9761,4995
23362,2010,33558,5092,20916,7431,16589,2601,10464,3455,16969,2491,10452,3976
23362,2015,33806,4871,20070,8787,16737,2467,10199,4012,17069,2404,9871,4775
23424,2020,32399,4890,19868,6667,16304,2471,10310,3062,16095,2419,9558,3605
23424,2010,29891,5228,19543,5037,15179,2656,10085,2366,14712,2572,9458,2671
23424,2015,30990,4988,18888,6345,15485,2481,9656,2922,15505,2507,9232,3423
23425,2020,37338,4552,22565,9473,18428,2354,11421,4220,18910,2198,11144,5253
23425,2010,36688,5065,23904,7521,18220,2571,12039,3421,18468,2494,11865,4100
23425,2015,37085,4759,22966,8867,18266,2431,11579,3976,18819,2328,11387,4891
23427,2020,4575,647,2504,1419,2251,334,1301,611,2324,313,1203,808
23427,2010,4525,563,2777,1185,2232,286,1448,498,2293,277,1329,687
23427,2015,4397,604,2433,1342,2131,308,1242,573,2266,296,1191,769
23441,2020,28383,4817,15837,7513,13965,2490,8010,3334,14418,2327,7827,4179
23441,2010,25466,3620,15972,5844,12494,1803,8009,2662,12972,1817,7963,3182
23441,2015,27747,4476,16116,7096,13623,2274,8092,3219,14124,2202,8024,3877
23442,2020,49596,6701,29566,12836,24726,3396,15315,5803,24870,3305,14251,7033
23442,2010,49800,7606,32177,9912,25010,3923,16461,4558,24790,3683,15716,5354
23442,2015,49230,6913,29957,11921,24535,3545,15285,5487,24695,3368,14672,6434
23445,2020,16617,1471,8614,6451,8079,740,4455,2835,8538,731,4159,3616
23445,2010,20549,2203,12244,6081,9948,1131,6273,2527,10601,1072,5971,3554
23445,2015,18707,1823,10412,6438,9067,935,5318,2795,9640,888,5094,3643
23446,2020,22496,2216,12971,6820,11213,1190,6642,3067,11283,1026,6329,3753
23446,2010,25178,3177,16344,5539,12328,1673,8145,2440,12850,1504,8199,3099
23446,2015,23575,2648,14254,6450,11514,1417,7135,2845,12061,1231,7119,3605
23447,2020,43535,5869,26033,10795,22116,2976,13787,4843,21419,2893,12246,5952
23447,2010,42408,6613,27323,8373,21615,3394,14304,3840,20793,3219,13019,4533
23447,2015,42473,6242,25934,10069,21412,3154,13582,4535,21061,3088,12352,5534
23481,2010,23825,3387,14717,5718,11659,1733,7497,2426,12166,1654,7220,3292
23482,2010,22298,3279,13940,5078,11117,1667,7194,2255,11181,1612,6746,2823
23483,2010,12352,1623,7577,3145,6026,817,3833,1371,6326,806,3744,1774
23501,2020,42449,6979,26024,9198,21504,3575,13581,4184,20945,3404,12443,5014
23501,2010,37930,6199,25199,6499,19045,3204,12932,2889,18885,2995,12267,3610
23501,2015,39549,6641,24736,8100,19897,3397,12701,3740,19652,3244,12035,4360
23561,2020,4437,328,1828,2263,2165,169,979,999,2272,159,849,1264
23561,2010,5769,513,2749,2507,2766,246,1449,1071,3003,267,1300,1436
23561,2015,5074,398,2270,2401,2455,193,1207,1051,2619,205,1063,1350
23562,2020,2942,256,1176,1490,1417,146,611,640,1525,110,565,850
23562,2010,3757,301,1660,1795,1727,144,858,724,2030,157,802,1071
23562,2015,3446,279,1487,1680,1632,152,779,701,1814,127,708,979
23563,2020,1017,80,404,533,482,39,213,230,535,41,191,303
23563,2010,1336,130,594,612,639,67,318,254,697,63,276,358
23563,2015,1135,109,476,550,527,59,251,217,608,50,225,333
24000,2020,1770254,211090,997052,522073,864475,108019,506124,228250,905779,103071,490928,293823
24000,2010,1854724,253174,1142275,447103,903398,129491,573641,192186,951326,123683,568634,254917
24000,2015,1815865,233525,1061577,501046,883516,119471,534265,218388,932349,114054,527312,282658
24201,2020,274537,33180,156532,80745,133537,17085,79044,35083,141000,16095,77488,45662
24201,2010,285746,37466,175473,69937,138643,19075,87681,30026,147103,18391,87792,39911
24201,2015,279886,35663,165058,77624,135718,18335,82799,33635,144168,17328,82259,43989
24202,2020,305424,37575,184945,78647,152669,19202,96747,34803,152755,18373,88198,43844
24202,2010,307766,44026,196593,65609,152580,22546,100187,28936,155186,21480,96406,36673
24202,2015,311031,41253,189755,75660,154674,21062,97762,33546,156357,20191,91993,42114
24203,2020,122765,14205,68102,39098,58161,7228,33445,16669,64604,6977,34657,22429
24203,2010,130271,16967,78666,33681,61482,8611,38340,14013,68789,8356,40326,19668
24203,2015,127817,15880,73987,37432,60467,8133,36053,15951,67350,7747,37934,21481
24204,2020,159145,19629,90248,47785,76360,10142,44555,20828,82785,9487,45693,26957
24204,2010,168017,22749,103016,41525,80960,11790,50985,17650,87057,10959,52031,23875
24204,2015,163863,21390,95765,45713,78548,11078,47150,19731,85315,10312,48615,25982
24205,2020,138613,17826,81466,37083,68084,9108,41113,16542,70529,8718,40353,20541
24205,2010,140290,20392,88084,29981,68914,10441,44101,13125,71376,9951,43983,16856
24205,2015,140303,19309,84198,34590,68740,9786,42210,15418,71563,9523,41988,19172
24207,2020,195670,22929,108792,47973,97350,11660,55252,21515,98320,11269,53540,26458
24207,2010,199293,30510,127780,38500,99925,15560,65352,17308,99368,14950,62428,21192
24207,2015,196403,26758,117737,45500,97500,13563,59680,20590,98903,13195,58057,24910
24208,2020,76387,9146,41820,24835,36853,4639,20651,11232,39534,4507,21169,13603
24208,2010,80284,10560,51424,18066,38438,5366,24910,8008,41846,5194,26514,10058
24208,2015,78795,10058,46149,22084,37908,5136,22555,9929,40887,4922,23594,12155
24209,2020,16252,1396,7323,7122,7562,700,3623,2994,8690,696,3700,4128
24209,2010,20033,2168,10645,7201,9353,1070,5222,3049,10680,1098,5423,4152
24209,2015,18009,1754,8833,7375,8382,879,4368,3100,9627,875,4465,4275
24210,2020,49835,6292,26400,12773,25161,3261,13749,5712,24674,3031,12651,7061
24210,2010,51023,7311,32400,10957,25904,3757,17028,4812,25119,3554,15372,6145
24210,2015,50254,7014,30083,12440,25226,3570,15707,5555,25028,3444,14376,6885
24211,2020,17525,1596,8890,6885,8255,852,4401,2906,9270,744,4489,3979
24211,2010,21435,2468,12541,6374,10086,1267,6217,2573,11349,1201,6324,3801
24211,2015,19448,1950,10621,6835,9082,1037,5201,2823,10366,913,5420,4012
24212,2020,15965,1525,7265,7113,7384,759,3608,2974,8581,766,3657,4139
24212,2010,19662,2078,10301,7252,9255,1060,5250,2918,10407,1018,5051,4334
24212,2015,17322,1731,8345,7226,7946,874,4110,2953,9376,857,4235,4273
24214,2020,44973,5479,26529,12301,23106,2826,14433,5461,21867,2653,12096,6840
24214,2010,45684,6345,29043,10282,23048,3235,15319,4481,22636,3110,13724,5801
24214,2015,45815,5856,27858,11575,23220,2992,14736,5124,22595,2864,13122,6451
24215,2020,46057,3968,22746,18818,21206,1989,11025,7911,24851,1979,11721,10907
24215,2010,54694,6212,30835,17588,25383,3177,14838,7314,29311,3035,15997,10274
24215,2015,50341,4941,26335,18648,23336,2511,12744,7848,27005,2430,13591,10800
24216,2020,88766,9603,47834,28933,43446,4886,24912,12426,45320,4717,22922,16507
24216,2010,97207,12164,58146,26733,47158,6281,29653,11080,50049,5883,28493,15653
24216,2015,90581,10763,51131,28668,43932,5488,26273,12158,46649,5275,24858,16510
24303,2020,6023,540,3118,2010,3032,264,1646,900,2991,276,1472,1110
24303,2010,6855,797,4466,1592,3430,409,2307,714,3425,388,2159,878
24303,2015,6357,653,3783,1919,3153,345,1950,856,3204,308,1833,1063
24324,2020,25784,3520,14229,8011,12614,1783,7110,3700,13170,1737,7119,4311
24324,2010,25661,3373,16946,5289,12524,1704,8343,2428,13137,1669,8603,2861
24324,2015,25344,3374,14704,6967,12353,1691,7239,3252,12991,1683,7465,3715
24341,2020,40559,5598,23816,10630,19868,2840,12094,4644,20691,2758,11722,5986
24341,2010,39978,6123,24553,9051,19424,3085,12344,3877,20554,3038,12209,5174
24341,2015,40210,5789,24067,10187,19584,2916,12138,4425,20626,2873,11929,5762
24343,2020,11021,2069,6797,2104,5488,1027,3511,918,5533,1042,3286,1186
24343,2010,9626,2025,5801,1757,4804,1058,2918,796,4822,967,2883,961
24343,2015,10560,2225,6017,2015,5229,1158,2992,893,5331,1067,3025,1122
24344,2020,15123,2173,10045,2848,7798,1128,5414,1227,7325,1045,4631,1621
24344,2010,14003,2312,9035,2487,7098,1179,4728,1063,6905,1133,4307,1424
24344,2015,14752,2364,9575,2735,7577,1253,5044,1222,7175,1111,4531,1513
24441,2020,14021,1752,7320,4848,6753,905,3693,2066,7268,847,3627,2782
24441,2010,15438,1935,8961,4417,7508,1002,4591,1815,7930,933,4370,2602
24441,2015,14878,1900,8189,4655,7275,998,4221,1966,7603,902,3968,2689
24442,2020,22445,2906,12450,7009,10666,1481,6122,3031,11779,1425,6328,3978
24442,2010,22833,3307,13829,5668,10865,1694,6728,2430,11968,1613,7101,3238
24442,2015,22586,3036,12880,6518,10738,1546,6282,2824,11848,1490,6598,3694
24443,2020,8668,807,4093,3755,4103,407,2047,1645,4565,400,2046,2110
24443,2010,10416,1170,5552,3689,4862,594,2708,1555,5554,576,2844,2134
24443,2015,9557,987,4765,3797,4520,499,2372,1644,5037,488,2393,2153
24461,2020,15041,2096,8548,4258,7184,1088,4174,1842,7857,1008,4374,2416
24461,2010,15297,2444,9367,3475,7347,1244,4625,1469,7950,1200,4742,2006
24461,2015,15431,2300,9011,3956,7406,1172,4438,1700,8025,1128,4573,2256
24470,2020,7847,878,4120,2834,3798,471,2067,1252,4049,407,2053,1582
24470,2010,8692,1166,5160,2365,4158,593,2581,984,4534,573,2579,1381
24470,2015,8309,1010,4652,2646,3975,535,2300,1140,4334,475,2352,1506
24471,2020,7815,565,3312,3934,3652,307,1648,1693,4163,258,1664,2241
24471,2010,9846,943,4947,3930,4610,494,2455,1647,5236,449,2492,2283
24471,2015,8939,758,4126,4039,4183,406,2055,1710,4756,352,2071,2329
24472,2020,10989,648,4442,5867,5095,338,2268,2471,5894,310,2174,3396
24472,2010,14791,1300,7101,6387,6922,684,3585,2651,7869,616,3516,3736
24472,2015,12788,860,5644,6278,5974,463,2879,2628,6814,397,2765,3650
24543,2020,14604,1165,6692,6686,6758,601,3283,2819,7846,564,3409,3867
24543,2010,18611,1984,9779,6781,8829,1026,4939,2799,9782,958,4840,3982
24543,2015,16338,1512,7888,6899,7579,765,3912,2867,8759,747,3976,4032
24561,2020,8079,859,3916,3301,3765,435,1948,1381,4314,424,1968,1920
24561,2010,9376,1252,4974,3150,4347,662,2404,1281,5029,590,2570,1869
24561,2015,8741,1046,4414,3279,4071,535,2199,1336,4670,511,2215,1943
24562,2020,10321,1165,5262,3867,4767,607,2541,1605,5554,558,2721,2262
24562,2010,11896,1627,6857,3379,5541,827,3302,1384,6355,800,3555,1995
24562,2015,11207,1391,6007,3786,5220,745,2896,1564,5987,646,3111,2222
25000,2020,1413610,191369,824781,365311,697429,98372,418619,162962,716181,92997,406162,202349
25000,2010,1410777,210753,897583,288788,696769,108496,453865,125682,714008,102257,443718,163106
25000,2015,1412916,203450,857720,337877,696941,104588,434079,150120,715975,98862,423641,187757
25201,2020,345070,45482,200166,90578,166673,23222,98283,40020,178397,22260,101883,50558
25201,2010,337634,49390,216319,68825,163250,25336,106010,30065,174384,24054,110309,38760
25201,2015,340973,47815,207110,83118,164799,24418,101790,36774,176174,23397,105320,46344
25202,2020,113647,14888,67948,28299,56492,7703,34951,12532,57155,7185,32997,15767
25202,2010,112156,16514,71225,22660,55173,8569,36032,9660,56983,7945,35193,13000
25202,2015,113679,15979,70040,26223,56090,8228,35591,11489,57589,7751,34449,14734
25203,2020,113636,14546,63648,32349,55406,7521,31872,14251,58230,7025,31776,18098
25203,2010,124131,18203,74715,29125,60973,9383,37805,12360,63158,8820,36910,16765
25203,2015,118193,16132,68787,31244,57703,8349,34748,13555,60490,7783,34039,17689
25204,2020,81122,11335,46578,22493,39676,5729,23559,10043,41446,5606,23019,12450
25204,2010,81738,11614,52044,17610,40111,5927,26140,7735,41627,5687,25904,9875
25204,2015,81312,11752,48372,20726,39822,5986,24291,9286,41490,5766,24081,11440
25206,2020,143913,19712,86272,30057,72646,10158,45213,13499,71267,9554,41059,16558
25206,2010,130874,18752,89186,21427,67819,9601,47429,9839,63055,9151,41757,11588
25206,2015,137247,19741,87537,26879,70129,10116,45791,12291,67118,9625,41746,14588
25207,2020,83236,13642,50266,18098,40872,6963,25001,8217,42364,6679,25265,9881
25207,2010,76560,13168,48596,13060,37659,6709,23875,6020,38901,6459,24721,7040
25207,2015,79859,13597,48523,16381,39315,6955,24128,7508,40544,6642,24395,8873
25208,2020,68820,11355,43973,13138,34110,5784,22235,5923,34710,5571,21738,7215
25208,2010,63655,12412,41828,9283,31762,6449,21009,4231,31893,5963,20819,5052
25208,2015,66749,12256,42658,11721,33186,6266,21512,5331,33563,5990,21146,6390
25209,2020,88358,11240,50912,24909,44014,5867,26203,11177,44344,5373,24709,13732
25209,2010,92704,13632,58002,20365,46058,7060,29662,8638,46646,6572,28340,11727
25209,2015,90901,12503,54758,23205,45070,6519,28123,10148,45831,5984,26635,13057
25210,2020,50513,7139,29647,13189,25121,3726,15186,5989,25392,3413,14461,7200
25210,2010,49955,7573,32084,9969,24807,3898,16200,4519,25148,3675,15884,5450
25210,2015,49889,7318,29963,11956,24644,3832,15028,5436,25245,3486,14935,6520
25211,2020,54460,7187,33062,13387,28168,3747,17662,6234,26292,3440,15400,7153
25211,2010,54614,8045,37155,9015,28199,4214,19558,4147,26415,3831,17597,4868
25211,2015,54289,7588,34727,11576,28117,3938,18457,5444,26172,3650,16270,6132
25212,2020,46377,4959,24449,16648,22762,2610,12514,7454,23615,2349,11935,9194
25212,2010,52486,6702,31098,14640,25566,3478,15743,6309,26920,3224,15355,8331
25212,2015,50025,5861,28055,16018,24460,3060,14235,7107,25565,2801,13820,8911
25213,2020,112819,15176,65768,30209,56296,7795,34027,13480,56523,7381,31741,16729
